vx,vy,wz
5.194008297826954029e-05,4.495657002096341130e-04,-4.522775469176611228e-04
-2.276399297938221968e-03,-8.333086372686203044e-04,1.034654776603969261e-04
1.557321768865559076e-03,-1.739929766073994907e-03,1.429242572623721065e-03
2.092401659069236997e-05,9.466251501444008024e-04,-3.378738417722819062e-04
-8.925591982041126450e-04,-1.547018689335567625e-05,-1.381762016220299981e-03
-4.323148212634307912e-04,-1.595494321048943759e-03,3.007718158597356105e-03
-6.344535704650224343e-04,7.438426614998063045e-04,4.205570764423090854e-05
-6.342869335238189750e-04,1.188618170132515507e-03,-1.001345326692301306e-03
6.527590706440042530e-05,-9.639330494674012463e-04,-6.253703436483190950e-04
6.514148343807752545e-05,-3.131268091371434276e-03,1.537079493304583516e-02
1.488951740305715895e-03,-2.846662205134812586e-03,3.704949207248719317e-02
4.410035256116311836e-03,-2.595763096094340014e-03,6.542446162936411957e-02
1.379153028338979056e-02,-1.045934482000669512e-03,6.966849036570746390e-02
-1.120890118434326489e-02,-2.774568802669079032e-04,1.527531392426856593e-01
-3.645790338475678877e-02,-1.486307748613175002e-02,1.594125106341395537e-01
-3.693992872816607292e-02,-1.841706236478630326e-02,1.914060602404872580e-01
-2.681748449794831880e-03,-3.411832561625816225e-03,1.577181290851081275e-01
4.083985908979908316e-04,2.435004908480139639e-04,2.238066997171487826e-01
-1.220690404803206550e-02,-1.065298904231640545e-02,2.447040098077545855e-01
-2.552105458809755811e-02,-1.694944508870693464e-02,2.814546721231012127e-01
-1.376980404322946001e-02,-5.596427495064207683e-03,3.074714785142909079e-01
-3.526154866376816303e-03,-1.071513981653085274e-03,3.545853360161054790e-01
-8.521235899299669722e-03,-1.536414199307204430e-02,3.616638978184924524e-01
-1.497535998163837187e-02,-3.189054073826882302e-02,4.105523691670709407e-01
-1.995416708260400185e-02,-3.669656013661158622e-02,4.405981235321566603e-01
-1.606743727951833248e-02,-4.035832477263710805e-02,4.121980724072166757e-01
-4.327659642917796451e-03,-4.103146305977594527e-02,4.514471821358684855e-01
3.819608018646477969e-03,-4.951815311059783870e-02,4.623687820612493171e-01
-5.549180231732581819e-04,-4.856966345316376943e-02,4.509684094782847041e-01
1.106182446026366274e-03,-4.956837904269877776e-02,5.286871867301377037e-01
-1.066247471091747064e-02,-4.503636505791013683e-02,5.164338974597053600e-01
-1.888038392353061021e-02,-5.272101405922123563e-02,5.495966932299672925e-01
-2.602021144168282715e-02,-5.346977832911833234e-02,5.199294373827698656e-01
-1.991765370721385042e-02,-4.241814784054003667e-02,5.456037380811753490e-01
-4.564099198351039867e-03,-1.355582434729662653e-02,6.151558740514669887e-01
7.065822175767137205e-03,1.016888735439109778e-02,6.193814168829504530e-01
1.394352090024392199e-02,7.898275510895426399e-03,6.320507601560702016e-01
1.905630171208657492e-02,-1.287444439582112292e-02,6.608773465809466563e-01
1.886525213888814306e-02,-1.408018795617579401e-02,5.891479204438125894e-01
1.510432984479810961e-02,-3.261761840763414966e-02,6.458091044454290497e-01
2.081133393212507461e-03,-5.348374924301561861e-02,6.127469050769354109e-01
-1.104164151367390857e-02,-6.844585307382936024e-02,6.177990464175695529e-01
-2.755439316892753510e-03,-7.001270460681698060e-02,6.177109925854342709e-01
1.755823472020914822e-02,-3.054530054152718513e-02,6.279583603876439657e-01
5.104447126125474105e-02,2.962534201130448408e-04,6.855334345080914549e-01
5.771471899239926512e-02,3.489991176754360727e-03,7.301557177600149773e-01
3.383153362630895999e-02,-1.412897058672668224e-02,7.583026998027438959e-01
3.595764232536026450e-02,-2.184887488876129796e-02,7.421390781768867351e-01
6.054614298203338241e-02,-1.843961195054128616e-02,7.016469902194952812e-01
7.854617295477850369e-02,-1.301606231906923990e-02,6.974440667304410146e-01
4.630838554411501745e-02,-5.056895225153956036e-02,6.497436979500326171e-01
4.694731840201436107e-02,-4.236008216008396027e-02,6.710819304884505510e-01
5.083577590935279417e-02,-5.013337025201868892e-03,6.663994781794976285e-01
3.619885745436683677e-02,-4.073586667810842783e-03,7.065530790434226827e-01
1.613945285337844981e-02,-3.901821420014342078e-03,7.023927459645789018e-01
4.548774645620205087e-03,-6.548022269416815810e-03,7.209407747125465837e-01
-4.140899418175162869e-03,-1.238441655175072029e-02,7.655164477550258084e-01
1.531781079640912903e-02,-1.511698316977510247e-02,7.533421989452556700e-01
2.533562185435602604e-02,-3.011766817839310259e-02,7.413347572926213269e-01
1.321705294408772637e-02,-4.485083760534203101e-02,7.449079452082016939e-01
6.831729205908456878e-03,-5.644292261487254131e-02,7.143829955151121958e-01
1.612097328993464945e-02,-4.343617199519366617e-02,6.922548587368361206e-01
4.417084373165285072e-02,-1.813030397442288999e-02,6.921290083952682526e-01
4.469064527157633887e-02,-1.844901090726404347e-02,7.032651563896868963e-01
4.423085514943945334e-02,-1.902298173150902480e-02,7.404729012754059925e-01
3.970460323355648469e-02,-5.932995778188968061e-03,7.462811232722204036e-01
1.970602508283681234e-02,-8.999745006641752653e-04,7.570802864854684344e-01
1.044151279025466728e-02,3.748699575512315623e-03,7.233150574092724883e-01
3.204288248157687730e-02,1.860863431954911176e-02,8.013064230351975015e-01
2.722826397661619324e-02,3.452318939178878991e-03,7.880938689351835169e-01
2.415608035378754431e-02,-4.727450645279021417e-03,8.095907915460690552e-01
1.883417832308815001e-02,1.550223922532995360e-02,7.599725286402413404e-01
1.373832436603745003e-02,3.686981481973421876e-02,7.659227327227356996e-01
-2.600525169698717637e-02,3.733763221924816383e-02,7.826598504931798761e-01
-3.990321674223953202e-02,3.401873592481462899e-02,8.969170844191244329e-01
-5.021888089359061169e-02,3.400954176394133111e-02,8.683891862235628700e-01
-8.519476926994522248e-02,-9.114588584611033051e-03,9.101757851853327086e-01
-9.643246409537524488e-02,-3.983006141698577918e-02,8.904549975691911090e-01
-6.089735245688933374e-02,-6.111061930095258721e-02,8.864914660777131195e-01
-3.066010774391044261e-02,-4.811712218141368097e-02,8.669498389428098584e-01
-2.193459446821348011e-02,-2.869800139705624281e-02,8.802779750434306383e-01
-1.171037176680317024e-02,-1.829866448068483489e-02,8.530470466832364984e-01
-1.655887770549717766e-02,-1.777194516570548485e-02,8.691912784626686372e-01
-3.668853096672851366e-02,-3.163329149942725738e-02,8.170870914268975049e-01
-4.075427364825914139e-02,-2.915138096189458933e-02,8.789148415878083043e-01
-3.792478519041399265e-02,-1.119765071955196138e-02,9.142219328421884450e-01
-3.905399437074912050e-02,-5.949199486577921858e-02,9.420260899373832375e-01
-1.122245446188219198e-03,-6.474018831221171888e-02,9.318089085330647503e-01
4.410696804790565501e-02,-4.010568047509341372e-02,9.053955786464079614e-01
4.867152894417111492e-02,-3.673722131874727209e-02,8.803338999103674789e-01
1.126843038049922807e-01,-3.867860603523058660e-03,9.413439652093726906e-01
1.511160902212396739e-01,8.589528569754607129e-03,9.142574392017005502e-01
1.707999422988431271e-01,-1.335154910675822107e-02,8.570828264696191967e-01
1.485443355205929572e-01,-6.447549339223700160e-02,8.012929375002280086e-01
1.254877254211226312e-01,-8.175623225772006564e-02,7.702574993514592627e-01
2.603194448074682144e-01,-4.039083404127351284e-02,9.669642651238850029e-01
3.005807597045464519e-01,2.227797467465615286e-02,8.797024097149782618e-01
2.182989980482435421e-01,-2.320760607870070782e-02,8.738798466567949674e-01
1.660012757148817686e-01,-2.279255505851540339e-02,8.571054686745396278e-01
2.485404762742411400e-01,4.865020921764458967e-02,8.628997721159620271e-01
2.925831749079632615e-01,5.763831905860016674e-02,7.952442185523269647e-01
2.914389689230699187e-01,1.820393258948341947e-02,7.411011477722503349e-01
2.994469297286843079e-01,-7.765052112968257730e-03,8.376436503274319323e-01
4.455733386488352488e-01,3.274765785910542515e-02,1.065053323404795638e+00
6.451797412484326921e-01,7.744847166820940931e-02,1.148221284806402620e+00
6.429086141127507981e-01,-7.741644297076250014e-02,8.345593046492921774e-01
5.144703909307046796e-01,-1.915795667675544989e-01,7.956680461330742915e-01
5.215732992009242119e-01,-9.178171533190972176e-02,7.773070364479135463e-01
5.767959586714819231e-01,-1.328679542128841096e-04,7.932936175927782774e-01
5.908137208902439763e-01,4.524752862564949268e-02,7.870251712095389651e-01
6.024606226437794199e-01,4.441419358323016320e-02,7.946551340639663730e-01
5.395160410473130996e-01,3.565550601721358126e-02,7.551459635880835020e-01
4.965919088756256539e-01,1.647439738909740187e-02,7.903566634045242623e-01
4.652345196183895193e-01,1.586028812445208422e-02,7.553649263151303028e-01
4.006828569095139403e-01,-8.529079906683501022e-03,7.094284118926995619e-01
4.154512182341629778e-01,1.702593366101897571e-03,7.314573279331705313e-01
4.240710332464037724e-01,4.912202198280359033e-02,6.754917189849194425e-01
6.330017505542755440e-01,4.937299557597267519e-02,9.709102549002154303e-01
5.031532236533831082e-01,-9.709108514718797767e-02,8.327245001849101769e-01
5.109974617399545282e-01,-8.139913743752356934e-02,8.286421356156921103e-01
5.070417065619955421e-01,-1.906214812836842798e-03,7.434169738201682476e-01
6.414350975538097854e-01,5.927315576268713665e-02,8.534889220819356082e-01
5.256803990128854354e-01,-4.810570970558739057e-02,8.231181159572411588e-01
3.956831357342348587e-01,-4.693785157820455634e-02,8.002821143784195623e-01
3.985624735040302347e-01,7.679901431130530844e-03,7.904801737631806935e-01
4.502663632839893904e-01,2.416646867769373444e-02,7.628516094203631193e-01
5.712885104525207147e-01,5.861211420287656265e-02,8.842283096767876716e-01
6.946692018572239169e-01,3.243926383811667619e-02,9.069270103519426751e-01
7.057628690180708375e-01,4.621885922897824191e-04,8.793929993423018621e-01
5.541204489072730777e-01,-5.236280856169661657e-02,8.210631548194943230e-01
4.419466418037549249e-01,-8.594761444252663196e-02,8.762783168993826255e-01
4.391142947134872854e-01,-5.217595248143772763e-02,8.467845360089868434e-01
6.406719184836451308e-01,7.097018496990312175e-02,1.008425728937528909e+00
5.822801131068097158e-01,1.315887047214246708e-01,7.514601749196948566e-01
5.360933195707535681e-01,1.232189163606175752e-01,7.548486832666900792e-01
4.989323627211740275e-01,3.890914062471157592e-02,8.022082938560007870e-01
4.749823530096629054e-01,-3.537172993976164803e-02,8.945221488993596592e-01
4.562665911011049014e-01,-2.102756298617223379e-02,8.834306298719891704e-01
5.432178808627382560e-01,3.020627043626458383e-02,9.229854566215097700e-01
5.955658933184538872e-01,7.223454704216514255e-02,8.937283382507604790e-01
5.833854221686742836e-01,1.067475397680913290e-01,7.854851327584554399e-01
5.011335582185697524e-01,8.766992871032711077e-02,8.561278973312290708e-01
3.804618768830181907e-01,-4.966521764895655278e-02,8.897258101508274120e-01
3.973596953391743680e-01,-9.119498409717458065e-03,8.181038910812850062e-01
6.119946883324509646e-01,5.428612863216463608e-02,1.074029486436409941e+00
4.988488748658301275e-01,4.269384572513268417e-02,8.674648238612406859e-01
4.280435792659798011e-01,-4.715594995736117206e-02,8.087926689859478158e-01
4.429731601298967369e-01,-7.046449771888113611e-02,8.227723619396447585e-01
5.477619993038648216e-01,-2.477582288896046717e-02,7.988578284750904590e-01
6.227900006110350661e-01,-7.139495809601019080e-03,7.560928355063178952e-01
5.785361755310649556e-01,-1.033374217347855957e-02,8.336614969029400024e-01
5.767860384002070351e-01,8.472841937690708120e-03,8.615764930031620805e-01
5.576518663310664481e-01,-1.653013389583487050e-03,8.657221690221252874e-01
5.516581068972157276e-01,-4.527899842512131401e-02,8.599416403174330314e-01
5.812837385070768192e-01,-3.312786367355767536e-02,9.066770396164222090e-01
5.039370922595183266e-01,-1.165587918022398077e-02,8.442900327258091586e-01
4.604155853827819334e-01,-3.475078932584437126e-03,8.439353397824387315e-01
4.579341815997618470e-01,2.449568987763584352e-02,8.399872129777078422e-01
5.317214140063031280e-01,7.230511834473475619e-02,8.661452941180480813e-01
5.495717949614710163e-01,6.125980355162986141e-02,8.491779223822828460e-01
5.218012597540022668e-01,-3.122968548668081379e-02,8.864507894611646233e-01
4.226966730804651573e-01,-5.327751074290378724e-02,8.279120105372943517e-01
3.864817080799963223e-01,-2.774785607340235841e-02,8.153734921738761132e-01
3.924365813600069197e-01,5.511697858841418940e-02,8.391504909686330338e-01
5.788453368278644318e-01,9.599577844131934601e-02,9.568588872879162377e-01
7.236295756940986923e-01,1.456506546869393570e-01,9.395149455382595383e-01
7.148801055791595971e-01,1.108722328495721776e-01,7.884054934470761111e-01
5.673660599306685759e-01,-4.853607076348770422e-02,7.784488962290435632e-01
4.412359576170661879e-01,-1.129197595365667439e-01,7.286964406005196349e-01
5.075947827526509082e-01,3.143393878640977912e-02,6.411455526228773127e-01
6.554904847557542213e-01,1.196735675968159662e-01,6.941816745692807045e-01
6.470945602879599745e-01,5.346992136354143318e-03,5.564850447829973179e-01
5.015413635928049896e-01,-5.941699048453524812e-02,5.718378921577941254e-01
4.982984535863561604e-01,-5.878926681416346556e-02,4.992704973029574167e-01
6.088448568264188676e-01,2.046017809206970156e-02,5.251180495840115370e-01
6.272126600926222206e-01,7.866051972550434923e-02,4.727331669932461344e-01
5.875617804275679035e-01,2.667797626532338734e-02,4.746218356956716233e-01
4.778303929689720619e-01,1.452368945743802604e-02,4.707711751633641417e-01
4.355846868790197446e-01,3.335676296532096019e-02,4.377064503690302200e-01
6.922449215939270317e-01,6.260952909290420920e-02,6.409174111328383994e-01
6.167635947692069465e-01,5.262325201332871544e-02,4.643828246484356104e-01
5.678678164533029760e-01,9.756886457111528521e-03,4.663695815292275282e-01
5.081928144508477407e-01,-6.242731790560869520e-02,4.788935518099585731e-01
5.182448261723132665e-01,-3.581532665738224042e-02,4.853235281828007230e-01
5.631930046736700612e-01,4.405545284061194306e-02,4.466032182852247567e-01
5.634016010632816318e-01,3.957328121688140354e-02,4.819138942688860339e-01
5.605376312655255822e-01,2.262362329915292708e-02,5.335967944343893432e-01
5.267969300650420239e-01,-1.621328804226544740e-02,5.074543551807965125e-01
4.996473285256937680e-01,-1.940668547286669363e-02,4.718351832103971355e-01
4.844183632987912325e-01,2.902599931519820112e-02,4.833960582494350455e-01
6.225011852666705314e-01,1.574356469858840049e-02,5.832719121318843403e-01
5.575130492293077777e-01,-1.768837761208031517e-02,5.169680906487444938e-01
6.085014408777029704e-01,-3.806497718254456958e-02,5.556225197301458696e-01
6.685436934095420058e-01,1.603917999711758358e-02,5.322727561983519040e-01
6.706130078590799570e-01,-6.982613553047543886e-03,5.211992171523999184e-01
6.131262989247536765e-01,-4.472524985799200548e-02,5.333705889053840243e-01
6.302826078038870072e-01,1.522834413381677666e-02,5.149214408594894321e-01
6.234624815738741832e-01,8.445816445679737994e-03,5.535058151481280220e-01
5.741356810927691345e-01,-1.487938594486252174e-02,5.766667148458896053e-01
5.152178384285566182e-01,-6.276676578908620130e-02,5.826682014727153636e-01
4.997900552198503710e-01,-5.599520836383593825e-02,6.268416141479528081e-01
5.402360947941657887e-01,-4.355957965164173468e-02,5.660779365647465866e-01
5.236001093573967591e-01,-6.712130379814058856e-02,5.773512901591676405e-01
4.584331675487183788e-01,-1.096566774905425173e-01,6.225922204242336777e-01
4.707247683143264139e-01,-2.800464620224652618e-02,5.990375759610488959e-01
5.672084527511064289e-01,5.239515326339715118e-02,5.808211057409090605e-01
5.652746597853491872e-01,4.553665566044248075e-02,5.090201609788859161e-01
4.006069563891904162e-01,-5.261647751082117186e-02,5.552165120870166115e-01
3.800746473757273258e-01,-6.586272663744269229e-02,5.743845263841725890e-01
4.318689791289547220e-01,-1.307644067930192888e-03,5.790458085617137263e-01
5.259945702912374177e-01,1.151743368184406265e-02,6.263966218338883341e-01
5.289204141674535009e-01,1.695294514632855049e-02,5.572382260897769113e-01
5.351653922194871127e-01,2.418671846951771925e-02,5.076642783050959729e-01
5.119971958607790752e-01,3.650191417985445413e-02,6.010548361656672389e-01
5.141688374727861888e-01,1.463784242815324536e-02,6.625640429963746136e-01
6.605546655361038688e-01,7.684395528650407592e-02,7.035752751743209465e-01
6.855464752336446477e-01,8.280045001207525512e-02,5.397863508406370858e-01
5.000068118558614882e-01,-5.210647469490010952e-02,6.144149947222538044e-01
5.948460026062952766e-01,-1.111788770182189079e-01,8.196701969948140265e-01
5.546782007206267906e-01,-5.850621169097569574e-04,6.709605703780999741e-01
5.589932236389244524e-01,2.703144378467276995e-02,6.139002288947452701e-01
5.580790373777957392e-01,-2.217518814972063712e-03,6.863678520458986743e-01
5.604561974980873940e-01,-4.663087295234621260e-02,6.716196070876482294e-01
5.723344081066814582e-01,-1.065721836386199911e-02,6.286342288649797716e-01
6.989300927722215118e-01,-7.956790157313750611e-03,7.377399172125019833e-01
5.430770117084099402e-01,-2.839525036577535480e-02,6.829858642624708764e-01
5.356271816900548544e-01,-8.169337163918098665e-02,6.624034977676670488e-01
6.651521816122621944e-01,-1.532803888511903578e-02,6.760600134638513614e-01
6.826609720614531529e-01,-5.256793217971319002e-03,6.615865370520535027e-01
6.245035645599140706e-01,-9.839060090095311586e-03,7.311913870991472164e-01
5.763113433378179717e-01,-8.132879445384835759e-02,7.243594400052748572e-01
5.607463795190913425e-01,-6.849130390478228025e-02,6.648167656425557626e-01
6.405256553768544636e-01,-4.435311326094886625e-02,7.287425894282095751e-01
4.324875302347847006e-01,-7.694612902585537539e-02,6.547408156029236315e-01
3.657080950276359044e-01,-1.094569722465811717e-01,8.239129650449035225e-01
3.986468929885835233e-01,-2.572387851123858482e-02,7.207180114785485259e-01
5.312340052466162366e-01,-1.672576847385336823e-02,7.338316442747442325e-01
5.421605911518676546e-01,-4.632736904441486780e-02,7.512329136678180808e-01
5.142080158246336019e-01,-1.452046485037802592e-01,7.964605581586006178e-01
4.977229421321839875e-01,-1.541276120743785838e-01,7.474520373354798242e-01
5.132785451443542257e-01,-8.156844271070438912e-02,7.425453549397951214e-01
5.078619444515704018e-01,-4.441839336323676751e-02,7.421613317345319150e-01
4.638953826513849132e-01,-3.277170003811072374e-02,7.436689461185584937e-01
4.714579566671018851e-01,-3.365155046657002796e-02,8.073176450930513726e-01
4.831906876328446732e-01,-5.903006347068084914e-02,7.323951920499666146e-01
5.327270212068473398e-01,-6.426282698344915056e-02,7.266445381230777212e-01
6.702647403235615364e-01,-5.428510981005196800e-02,8.427248262188172800e-01
5.844993035453011077e-01,-1.208585738722713215e-01,7.763998977339601204e-01
5.374920787443194792e-01,-1.008930805134726494e-01,7.786458895417186499e-01
6.040026600735575180e-01,-1.119677110048736962e-02,7.816726461260502523e-01
5.957508232705716056e-01,2.468585166487570481e-02,7.282133033809529143e-01
5.563942520420867011e-01,-3.865498428254834917e-02,7.253150913346567696e-01
4.734928794663606499e-01,-4.633873007938939942e-02,8.105960900410649206e-01
5.107697540020407212e-01,-5.013472313211669862e-02,8.127059765211771536e-01
6.244460753334478698e-01,7.209924871234078825e-02,7.748800010294876195e-01
6.550485192517789823e-01,9.376637251810655826e-02,7.703577253514881651e-01
5.307060364974239830e-01,-4.039787227100152117e-02,7.541908668203853860e-01
4.945848846789124287e-01,-7.335651641747574503e-02,7.685932394342055440e-01
5.611697482384461200e-01,5.843210056145774212e-02,7.833792290919483481e-01
5.372140317622909889e-01,1.111719413443866822e-01,6.709725753036888118e-01
5.161021040575309859e-01,5.323755371272648890e-02,7.352360897041994026e-01
6.264076359624328738e-01,6.898700798354973941e-03,8.375788315574798082e-01
6.668552236601454908e-01,1.315833478046578211e-03,7.831180750120184664e-01
6.611184308737254600e-01,-3.231917349702485777e-04,7.449460848671336510e-01
5.444859840401292672e-01,-7.090369322572898092e-02,7.809176406873628018e-01
5.228361071237636049e-01,-9.053226165963221272e-02,7.306155680080372861e-01
6.053979535615910956e-01,9.714682074435507242e-02,6.744224110363576941e-01
6.415339889635129911e-01,1.372633337303010292e-01,6.861336130732061944e-01
5.154248705696300448e-01,2.582813627123187183e-02,6.591604855063037949e-01
3.706183178837388348e-01,-8.663522858400694859e-02,6.584470819391546881e-01
3.032218722193200100e-01,-5.036422637380021106e-02,5.652703847157654060e-01
3.373676238902317270e-01,-8.528729175010770283e-03,6.847972357341424177e-01
5.457650210541281632e-01,8.205691132992550332e-03,9.147363768990933730e-01
7.158403320517103818e-01,1.107309831076734863e-01,7.817251933543158948e-01
6.837615321539266544e-01,8.060631900754414159e-02,5.386903122440596103e-01
5.291784390360364521e-01,3.962053788247432273e-04,6.944517933402911680e-01
4.069722872399668678e-01,4.764022397816444765e-02,5.786000222272704718e-01
4.060938295410568277e-01,7.272292950633177377e-02,5.546246764334837875e-01
5.651467055280259277e-01,6.928425723506405343e-02,7.940263257400639318e-01
7.083053126320330017e-01,5.565810934668333904e-02,8.860707899808166754e-01
6.923091204034480528e-01,8.497685361384531288e-03,4.815209357947162205e-01
6.601589452441439798e-01,-1.757024445741249552e-02,6.575438157902904202e-01
6.179962839516713879e-01,-2.336251408438133267e-02,7.014256550485681307e-01
6.760764539732538880e-01,5.887319988407487686e-02,6.137937393007409925e-01
7.514567148921993400e-01,9.412510729155149081e-02,5.782720814700607059e-01
5.825590950304465609e-01,2.835417971462365558e-02,5.645045496779290684e-01
4.621995014074408159e-01,-2.507660417848615875e-02,6.378110663928925339e-01
4.864332433396618138e-01,-2.521403896966730937e-02,6.778511701005265344e-01
5.603919354718394086e-01,-9.886699545360588814e-04,7.297238716930495306e-01
5.619394899627250251e-01,-1.776175272229225249e-02,6.093760923627213888e-01
5.641780095806034900e-01,-2.157341233701905170e-02,5.932106293409279418e-01
6.728603884726457318e-01,1.974273378422014558e-02,7.330182263879120308e-01
6.830676579291279360e-01,5.416665516336181818e-02,5.785230400976809628e-01
5.900565702954956304e-01,-2.878675531768648890e-02,5.809776661165698686e-01
4.584806346549752387e-01,-5.345327226856968518e-03,6.491239336793132031e-01
4.950739442171204208e-01,6.066924521691317157e-02,5.874635585099555746e-01
5.959197384679012499e-01,5.853172119239107712e-02,6.395956664193201968e-01
6.210252243490184121e-01,-2.729701995666394820e-02,6.622163719755220779e-01
6.367827879871249541e-01,-7.050246453831696125e-02,6.621652773123963831e-01
7.579890493959360320e-01,-6.067436250141295534e-02,6.240662635893652332e-01
6.286179243033040986e-01,-5.062082245519209517e-02,4.372805459481101109e-01
8.494262410539614727e-01,-6.351733455893757152e-02,7.601221303946383845e-01
7.002547715997394784e-01,-9.788895071680989157e-02,5.874580982896334680e-01
7.448670604681653096e-01,-1.655288454105755813e-01,6.204473235676526421e-01
9.118618200833589205e-01,-1.197370973668644353e-02,7.256148339045345175e-01
9.056911037390598107e-01,2.559236202494670487e-02,6.497300552685634223e-01
7.889463058901390324e-01,9.528489367834371698e-03,7.358079087220295023e-01
6.669289463043424071e-01,-5.765570888782352993e-02,6.669111483108827176e-01
6.511102851720590445e-01,-5.569651084490456761e-02,6.747494314822953809e-01
8.095953010013657858e-01,4.459839700345843982e-04,8.329413482303302807e-01
8.894073665010331364e-01,2.213047086930761825e-02,7.633225906378440229e-01
8.442198215788343507e-01,-2.066239507545238052e-02,5.852050962763358788e-01
7.903544953424881392e-01,6.719745731982158798e-02,7.263529204592149568e-01
7.329469886193988870e-01,5.502634331327031780e-02,7.372450841264426291e-01
6.527611731177169752e-01,-1.949231454419869669e-02,7.104750070893225411e-01
6.527693867259038996e-01,-9.395084382889186403e-02,7.293892967969395347e-01
6.767753799588873687e-01,-5.386550819106534702e-04,7.195440146547436022e-01
6.899540558089879427e-01,2.362320387594559618e-02,6.881246415517950910e-01
6.949726379806924204e-01,3.621608919821123207e-02,7.233947108024519901e-01
7.019365702616341407e-01,6.782356455202784296e-02,6.513758873597348398e-01
7.788118134701185191e-01,-4.879827152760123771e-02,7.934708688070032379e-01
8.562990321683113804e-01,-1.594138023664762316e-02,8.292202763723539594e-01
8.961515825976172911e-01,2.016258518810623308e-03,5.714890794143259178e-01
9.203476348461818723e-01,4.132665052032407499e-02,7.167623180891258272e-01
4.526930120965749760e-01,6.568215262684915998e-03,6.971005659264465359e-01
5.983154303740041424e-01,1.084083563499899094e-02,6.775064350366016841e-01
5.354035532514779261e-01,-1.209760690692227025e-01,6.619790456664309541e-01
6.986000991024281515e-01,-6.788290695755543058e-02,8.421485553406825586e-01
8.272524310985622797e-01,3.631294964309700335e-02,8.571787155020091920e-01
9.645613518221685112e-01,8.348341252973398574e-02,7.709529793852231139e-01
8.447992531461202548e-01,-7.187529837746343443e-03,6.896635636140862058e-01
7.331656261351808812e-01,8.671232084102292043e-03,7.476729723754930168e-01
7.467207477325727982e-01,-4.204572048053430849e-02,7.554846048763449451e-01
8.344418311368109187e-01,-1.200779604194718159e-01,9.263100741409043826e-01
7.595216877738958372e-01,-5.844163402724646822e-02,7.135355426682175040e-01
7.325000954188314317e-01,-1.428091540678884386e-02,7.735764638353829215e-01
6.321836885182222643e-01,5.695631722688827836e-02,6.796506713785926967e-01
7.507233154970249789e-01,9.105785605365687707e-02,7.418565661497884545e-01
7.220538061068918489e-01,2.461057658795239023e-02,6.753113257702861860e-01
7.034976950426324871e-01,-1.007566786671058173e-01,7.394161800682337304e-01
7.294774941365690379e-01,-4.905347746460075875e-02,7.872357854881149031e-01
8.602867736964623369e-01,2.777797977191870382e-02,7.139648547458447014e-01
9.206485464747257152e-01,6.971667713657968279e-02,7.429851721247981988e-01
9.105099855764211547e-01,5.263234235377193398e-02,6.533487313746635383e-01
7.867511638150220810e-01,3.408655934914717189e-02,8.158740022183349483e-01
6.672269171343960803e-01,-8.389337403647820213e-02,7.626638003276513533e-01
7.254367253290882056e-01,-2.125163526963218252e-02,7.699493027909610765e-01
8.224918260350424504e-01,1.820685653996343203e-02,7.842186941488461516e-01
8.559247375232940103e-01,2.846313754692986545e-03,7.524059581918314255e-01
8.328426892086324695e-01,-1.496201501827871313e-03,7.133751613039903683e-01
8.097713533553466680e-01,4.343806243448875178e-03,7.041991873224171528e-01
7.521381085268932232e-01,-2.333979227859231398e-02,7.068826301893819108e-01
7.294730555810658990e-01,-2.184398892885578564e-02,7.274261457248696328e-01
7.333674398348078993e-01,3.396183085845097538e-02,7.519930058821379104e-01
6.550062137985932509e-01,8.702313577561016089e-02,5.660120364523379966e-01
6.239421101112776480e-01,2.441122253812825008e-02,5.760003172671295246e-01
6.538527933150272142e-01,1.511602820086158615e-02,6.309273436096025645e-01
6.160581668465330285e-01,-2.932717937661791924e-02,5.925914259003531859e-01
7.442277514050830156e-01,-7.685237043024990833e-02,8.256218153790577663e-01
8.352434657511920157e-01,1.170073711295731289e-02,7.313597379506688867e-01
1.022602447778968582e+00,1.721024397571380149e-01,6.393545395232091977e-01
9.369204259392005518e-01,9.691674248576152839e-02,6.428896840046064431e-01
6.728275002717879483e-01,-1.965794108859706887e-02,6.748541081125198904e-01
6.488099867633495554e-01,2.961422726960025523e-02,7.335305335653491410e-01
7.006190828577721907e-01,-5.069787704239299420e-02,6.238818888702802878e-01
8.355987364041101984e-01,-5.319499382277766836e-02,8.042756410475421225e-01
8.340516780864472013e-01,1.391354663367418837e-02,6.751646374927271488e-01
7.645651326584373964e-01,2.486932866815559640e-02,6.503905271427230517e-01
7.593286258726544835e-01,5.111031863208512216e-02,6.887042367461568837e-01
8.266713408827308651e-01,5.407093808189766121e-02,6.994093016421946141e-01
8.872539346087565670e-01,4.212139044574960550e-02,6.823483595650958744e-01
8.763714444661964142e-01,2.963364392644263906e-02,7.166885942778289387e-01
7.918731290137202006e-01,1.494905033172665501e-02,7.171688913792197972e-01
7.240980735261077772e-01,-8.183934919749437376e-02,7.804074631629852599e-01
7.119297093460627002e-01,-4.698157611213720636e-02,7.479072093740156690e-01
7.760478542168396388e-01,6.834431208944957703e-02,7.044051363148039480e-01
7.498464790231161858e-01,1.275442237511820731e-01,6.052541004024724058e-01
7.143935752952400575e-01,5.509187864062518869e-02,6.039099422095571823e-01
5.385678452877411537e-01,-1.070748763294573080e-01,6.576902248319608235e-01
4.650499197416578800e-01,-1.305445664607846890e-01,7.218816260873955892e-01
6.748446124481052300e-01,-6.117122762465393784e-03,7.683572534824666400e-01
