e_vx,e_vy,e_wz,vx,vy,vz,ax,ay,az,qd1,qd3
0.402286,-0.00120914,0.0112637,-0.00133178,-0.000258763,0.00183658,-0.00845705,0.00755864,-3.95684e-05,0,0
0.401037,-0.000176311,0.00475661,-0.000281039,0.000489787,0.00183551,-0.00845705,0.00755864,-0.000156225,0,0
0.401618,-0.000543838,0.00687016,-0.000183849,0.000606114,0.00183533,-0.00845705,0.00755864,-0.000190322,0,0
0.400556,-0.00153372,0.0039636,0.000247244,0.000213588,0.00183596,-0.00845705,0.00755864,0.00120586,0,0
0.401319,-0.00196589,0.00915452,0.00012386,-0.000344233,0.00183679,-0.00845705,0.00755864,-0.000133706,0,0
0.401969,-0.00103022,0.00116765,-0.000127804,-0.00064299,0.00183723,-0.00845705,0.00755864,-0.000415055,0,0
0.401427,-0.00257166,0.00482812,0.000414297,-0.000709035,0.00183737,-0.00845705,0.00755864,-7.149e-05,0,0
0.401531,-0.00189269,0.00505483,0.000420847,-0.00129792,0.00183826,-0.00845705,0.00755864,0.000221559,0,0
0.397846,-0.0023779,0.00555997,0.000956433,-0.00132338,0.00183833,-0.00845705,0.00755864,0.000218073,0,0
0.399973,-0.0020805,0.00570598,0.000531945,-0.000778227,0.00183748,-0.00845705,0.00755864,-0.000159489,0,0
0.401779,0.00156263,0.00263641,-0.000897563,-0.000864211,0.00183752,-0.00845705,0.00755864,-0.000115995,0,0
0.402232,-0.000999746,0.00466207,-0.000398549,0.00211325,0.00183304,-0.00845705,0.00755864,0.000588818,0,0
0.401437,-0.00268944,0.00460281,-0.000372601,-0.00128019,0.00183818,-0.00845705,0.00755864,-0.000578095,0,0
0.401858,-0.00235991,0.00955403,-0.000430189,-0.00132549,0.00183825,-0.00845705,0.00755864,0.00116993,0,0
0.402251,-0.00283407,0.0136909,-0.000309753,-0.00144405,0.00183844,-0.00845705,0.00755864,-0.000701968,0,0
0.401317,0.00167692,0.00142038,0.000132697,-0.000769065,0.00183744,-0.00845705,0.00755864,0.00101598,0,0
0.402662,0.000456596,0.00778674,0.000113163,0.00176952,0.00183359,-0.00845705,0.00755864,8.95622e-05,0,0
0.401738,-0.000409637,-0.000525227,0.000901245,0.00123994,0.00183444,-0.00845705,0.00755864,-0.000168084,0,0
0.40024,-0.00189345,0.00383389,0.000614685,0.000113782,0.00183613,-0.00845705,0.00755864,0.000183975,0,0
0.400792,-0.00153953,0.00508579,-0.000280912,-0.000141592,0.00183646,-0.00845705,0.00755864,-0.000528655,0,0
0.402354,-0.00118256,0.00178634,-9.87948e-05,-0.000629581,0.00183721,-0.00845705,0.00755864,-0.000435543,0,0
0.402271,-0.00106414,0.00728827,0.000840563,-0.000843627,0.0018376,-0.00845705,0.00755864,0.00046442,0,0
0.39438,0.000717017,0.00524906,0.00108907,5.26992e-05,0.00183625,-0.00845705,0.00755864,0.000533934,0,0
0.401551,-0.000765199,0.00485884,-0.000885687,0.000605239,0.00183529,-0.00845705,0.00755864,-4.09201e-05,0,0
0.401227,-0.000992983,0.00386835,-0.000391838,7.52145e-05,0.00183613,-0.00845705,0.00755864,-0.000209964,0,0
0.398965,0.000137223,0.00225941,-0.000227651,-6.01604e-05,0.00183634,-0.00845705,0.00755864,0.00116814,0,0
0.402934,-0.000491293,0.00227187,-0.00243643,0.000619582,0.00183518,-0.00845705,0.00755864,0.000217461,0,0
0.40583,-0.00112789,0.00730975,-0.00181233,0.000522938,0.00183536,-0.00845705,0.00755864,-0.00116933,0,0
-0.406631,0.00397259,-0.0270913,0.00305367,-4.97696e-07,0.00183645,-0.00845705,0.00755864,0.000563962,0,0
0.401528,-0.00129146,0.0047873,-0.000609951,-0.000388095,0.00183682,-0.00845705,0.00755864,-0.000582684,0,0
0.40113,-0.00131224,0.0079676,-0.00061651,0.000160997,0.00183598,-0.00845705,0.00755864,-0.000662078,0,0
0.401855,-0.00180632,0.0113128,-0.000714614,9.69442e-05,0.00183608,-0.00845705,0.00755864,-0.000543252,0,0
0.402933,-0.00030987,0.00468592,-0.000493321,-8.25033e-05,0.00183636,-0.00845705,0.00755864,-0.00017572,0,0
0.399448,-0.00134415,8.92063e-05,0.0016933,0.000180143,0.00183609,-0.00845705,0.00755864,-0.000144658,0,0
0.400397,-0.0020447,0.0100096,0.000554252,-0.000915685,0.00183769,-0.00845705,0.00755864,-0.00227286,0,0
0.40103,-0.00181339,0.00541488,0.000134531,-0.00028852,0.00183671,-0.00845705,0.00755864,0.00109498,0,0
0.401022,0.00130075,0.00245057,-0.000166632,-0.000224858,0.0018366,-0.00845705,0.00755864,0.000188971,0,0
0.400737,0.000622331,0.00094376,-0.00014407,0.00122258,0.0018344,-0.00845705,0.00755864,0.000154892,0,0
0.401229,0.0010833,0.00881015,0.000285235,0.00167985,0.00183373,-0.00845705,0.00755864,-0.000631262,0,0
0.400483,0.000284397,0.00103308,-5.35923e-05,0.000859344,0.00183496,-0.00845705,0.00755864,0.000135033,0,0
0.399862,0.00192855,0.0071144,-0.000412789,0.00103682,0.00183467,-0.00845705,0.00755864,-0.000628667,0,0
0.402895,0.00086923,-0.000792699,-0.00134646,0.00114995,0.00183444,-0.00845705,0.00755864,0.000760385,0,0
0.400975,0.00033623,0.00505427,0.000802823,0.000962647,0.00183485,-0.00845705,0.00755864,-0.00078422,0,0
0.399316,-0.000801875,0.00240406,0.000538121,0.000958114,0.00183484,-0.00845705,0.00755864,0.00109403,0,0
0.404274,-0.000870943,0.0022578,-0.00113047,-0.000198122,0.0018365,-0.00845705,0.00755864,-0.00060034,0,0
0.389154,-0.000754877,0.00614574,0.00130277,-0.00069863,0.0018374,-0.00845705,0.00755864,0.00045256,0,0
0.388602,0.00151101,0.00360768,0.00133923,-0.0007788,0.00183753,-0.00845705,0.00755864,0.000294002,0,0
0.400194,-0.00066665,0.00329269,0.000878328,0.00179003,0.0018336,-0.00845705,0.00755864,-0.00061515,0,0
0.401083,-0.000838954,0.0100185,0.000191218,0.000683899,0.00183524,-0.00845705,0.00755864,-0.000385152,0,0
0.402432,-0.00107884,0.00598558,0.000138276,-0.000602971,0.00183719,-0.00845705,0.00755864,0.000267834,0,0
-0.00231329,0.000274935,0.00467418,0.00120082,-0.000423326,0.00183698,-0.00845705,0.00755864,0.00142538,0.125613,0.125613
-0.000371802,-0.000469213,-0.00369624,0.00991916,0.00028359,0.00183643,-0.00845705,0.00755864,0.00505415,0.251227,0.251227
-0.00746474,-0.00292529,0.0232015,0.0237193,-0.00172847,0.00184031,-0.00845705,0.00755864,-0.00265692,0.37684,0.502454
0.00171426,0.00118827,-0.0134464,0.0327512,-0.00333924,0.0018433,-0.00845705,0.00755864,0.00685463,0.502454,0.37684
0.00486061,-0.000756013,0.00152592,0.0416416,0.0007134,0.00183769,-0.00845705,0.00755864,0.00248016,0.251227,0.251227
-0.00556,-0.00365601,-0.0139562,0.0286283,-0.00205585,0.0018411,-0.00845705,0.00755864,0.00233357,0.37684,0.37684
-0.0135632,-0.00124394,0.00832558,0.0294701,-0.00470341,0.00184517,-0.00845705,0.00755864,-0.0130669,0.628067,0.628067
0.00375871,-0.00163614,-0.0161271,0.0443677,-0.00229987,0.00184242,-0.00845705,0.00755864,0.009357,0.502454,0.401865
-0.00781378,-0.00340422,-0.0217781,0.0460078,-0.00260424,0.00184298,-0.00845705,0.00755864,-0.00190964,0.60292,0.401865
0.000346383,-0.000434864,-0.0116631,0.038808,-0.00427655,0.00184508,-0.00845705,0.00755864,0.00280757,0.301399,0.502454
0.0086945,0.000511883,-0.00135309,0.0359973,-0.00157091,0.00184081,-0.00845705,0.00755864,-0.0367309,0.803853,0.904319
0.0243836,-0.0117518,0.0485622,0.0867086,-0.00126053,0.00184339,-0.00845705,0.00755864,-0.0117714,1.00491,1.00491
0.00477327,-0.00970614,0.0148732,0.116923,-0.0125732,0.00186236,-0.00845705,0.00755864,0.0518069,1.10537,1.30631
-0.00899578,-0.00575753,0.00617466,0.114398,-0.0113529,0.00186036,-0.00845705,0.00755864,-0.00605115,1.30631,1.50736
-0.00561989,-0.00484223,0.0129484,0.119213,-0.00773207,0.00185516,-0.00845705,0.00755864,-0.0143739,1.50736,1.80876
0.011674,-0.0142388,0.0151405,0.146322,-0.00771093,0.00185676,-0.00845705,0.00755864,-0.0189879,2.13543,2.13543
-0.0223093,-0.004544,-0.00392529,0.209516,-0.0127195,0.00186815,-0.00845705,0.00755864,0.0174807,2.38666,2.38666
-0.0503296,0.00393743,0.0112332,0.196451,-0.00390755,0.001854,-0.00845705,0.00755864,-0.000993888,2.63788,2.63788
-0.0495047,-0.00520511,0.0203457,0.192927,0.00446293,0.0018411,-0.00845705,0.00755864,0.0161826,2.63788,2.63788
-0.0424964,-0.0117186,0.0018779,0.194319,-0.00396568,0.00185396,-0.00845705,0.00755864,0.0244451,2.38666,2.51227
-0.00798429,0.0159178,-0.0646942,0.181423,-0.011883,0.0018652,-0.00845705,0.00755864,-0.00652931,2.11028,2.00982
-0.0708397,0.0161644,0.0319006,0.180167,0.0144304,0.00182521,-0.00845705,0.00755864,-0.0473478,2.63788,2.88911
-0.041412,0.0075458,-0.0416064,0.182645,0.0133441,0.00182701,-0.00845705,0.00755864,0.00483675,2.7635,2.63788
-0.0359022,0.0105375,-0.039554,0.206667,0.00495724,0.00184117,-0.00845705,0.00755864,-0.0163886,2.88911,2.7635
-0.0399887,0.0132377,-0.0421321,0.221679,0.00801412,0.00183744,-0.00845705,0.00755864,-0.0140015,2.88911,2.7635
0.00637533,0.0057815,0.0381029,0.219438,0.0109364,0.00183287,-0.00845705,0.00755864,-0.0171485,2.63788,2.88911
0.0518814,-0.00630711,0.00412012,0.259698,0.00331895,0.00184685,-0.00845705,0.00755864,0.0105286,2.21075,2.21075
0.0222647,-0.0251522,-0.00360979,0.255561,-0.00574924,0.00186035,-0.00845705,0.00755864,0.00713294,2.88911,3.01472
0.0504075,-0.0357572,-0.0224988,0.292578,-0.0237912,0.00188994,-0.00845705,0.00755864,-0.0115091,3.01472,3.01472
0.0390659,-0.0271577,0.0349477,0.325254,-0.036079,0.00191054,-0.00845705,0.00755864,-0.00804536,3.14034,3.39156
0.0293711,-0.01068,-0.0524743,0.336282,-0.0300567,0.00190207,-0.00845705,0.00755864,0.00290045,3.64279,3.39156
0.0305536,-0.015435,-0.0295155,0.349578,-0.0151607,0.00188028,-0.00845705,0.00755864,-0.00665467,3.64279,3.51718
0.120138,-0.0504405,0.0443615,0.357415,-0.017809,0.00188476,-0.00845705,0.00755864,0.00337687,2.81367,3.01472
0.0666971,-0.0491339,-0.000824843,0.388385,-0.0516273,0.00193792,-0.00845705,0.00755864,0.0198065,3.64279,3.89402
0.0588602,-0.00386067,-0.00948259,0.410096,-0.0534906,0.00194205,-0.00845705,0.00755864,-0.0347906,3.51718,3.51718
-0.0038321,-0.00158244,-0.011273,0.380827,-0.010004,0.00187433,-0.00845705,0.00755864,0.00152412,3.64279,3.64279
-0.00908099,-0.00897742,-0.0196703,0.332585,0.00138681,0.00185416,-0.00845705,0.00755864,-0.0103937,3.89402,3.7684
0.0230376,-0.0225771,-0.0249618,0.340814,-0.00854107,0.00186971,-0.00845705,0.00755864,-0.00494041,3.89402,3.7684
0.0675834,-0.0276338,0.0354571,0.372169,-0.0249973,0.00189655,-0.00845705,0.00755864,0.00968451,3.01472,3.21566
-0.0362177,-0.0245802,0.0174609,0.353925,-0.0296232,0.00190247,-0.00845705,0.00755864,0.0107395,3.89402,4.01963
-0.0344795,0.0129588,-0.0199756,0.321487,-0.0299228,0.00190098,-0.00845705,0.00755864,0.00395664,4.01963,4.14524
-0.0106001,0.0254719,0.0700054,0.335847,0.00989244,0.00184145,-0.00845705,0.00755864,-0.034053,3.7684,4.14524
-0.0258804,0.00713761,0.00806165,0.349932,0.0237874,0.00182123,-0.00845705,0.00755864,0.039224,4.01963,4.01963
-0.0364823,0.0110354,-0.0197648,0.342618,0.0099858,0.00184172,-0.00845705,0.00755864,0.0096754,4.14524,4.27086
-0.0572895,0.0133154,0.0220208,0.35043,0.0131781,0.00183735,-0.00845705,0.00755864,-0.0230142,4.14524,4.27086
-0.0647353,-0.00409449,0.0438408,0.329667,0.0156814,0.0018323,-0.00845705,0.00755864,0.0203272,4.14524,4.39647
-0.0565597,-0.0294276,0.045075,0.323182,-0.0024563,0.00185942,-0.00845705,0.00755864,0.0334846,4.14524,4.27086
-0.0472912,-0.0120344,0.0824404,0.326324,-0.0287474,0.00189949,-0.00845705,0.00755864,0.0395663,4.27086,4.6477
-0.00374935,0.0229825,0.0700733,0.353612,-0.0162585,0.00188218,-0.00845705,0.00755864,0.0388558,4.27086,4.52208
0.126598,0.0289384,0.0959913,0.395855,0.0213628,0.00182766,-0.00845705,0.00755864,0.0438632,3.31612,3.61764
0.0422844,0.00743761,0.0728776,0.446968,0.0292683,0.00181875,-0.00845705,0.00755864,0.0745869,4.39647,4.6477
0.0951113,0.00270743,0.109281,0.46011,0.0100798,0.00184864,-0.00845705,0.00755864,0.0638064,4.39647,5.02454
0.0500818,0.0310261,0.0503775,0.526087,-0.00337091,0.00187301,-0.00845705,0.00755864,0.0435655,4.6477,5.02454
0.012965,0.0334813,0.0409076,0.501085,0.0323386,0.00181734,-0.00845705,0.00755864,0.0313087,4.77331,5.27577
0.0346776,0.0316453,0.071278,0.476964,0.0326465,0.00181543,-0.00845705,0.00755864,0.00652868,4.89893,5.02454
0.14984,0.0293302,0.0677079,0.492815,0.0350704,0.0018127,-0.00845705,0.00755864,0.0697414,3.81858,3.91904
0.0508651,0.0320925,0.087994,0.515923,0.0331634,0.00181699,-0.00845705,0.00755864,0.0669419,4.77331,5.15015
0.0226451,0.0337819,0.102413,0.512438,0.0346501,0.00181452,-0.00845705,0.00755864,0.0729794,4.89893,5.40138
0.046436,0.0230792,0.0780054,0.49901,0.0349642,0.00181324,-0.00845705,0.00755864,0.0715645,4.77331,5.15015
0.000732629,0.0082893,0.136032,0.50625,0.0252677,0.00182838,-0.00845705,0.00755864,0.0636431,4.77331,5.27577
-0.0101265,0.0278925,0.158675,0.465599,0.00762705,0.00185269,-0.00845705,0.00755864,0.100096,4.6477,5.27577
0.0167183,0.0416286,0.0697317,0.442497,0.0220084,0.00182949,-0.00845705,0.00755864,0.0958958,3.61764,4.1201
-0.104321,0.0260024,0.120098,0.374711,0.03657,0.00180333,-0.00845705,0.00755864,0.0155609,4.77331,5.27577
-0.0824437,-0.0105634,0.244841,0.349498,0.0255452,0.00181853,-0.00845705,0.00755864,0.0930516,4.6477,5.52699
-0.0519257,0.00732969,0.186029,0.371913,-0.0155396,0.00188219,-0.00845705,0.00755864,0.164693,4.52208,5.40138
0.0321991,0.0334737,0.200635,0.392685,-3.72989e-05,0.00185993,-0.00845705,0.00755864,0.100077,4.6477,5.27577
-0.0102156,0.0486931,0.283924,0.476559,0.0280911,0.00182231,-0.00845705,0.00755864,0.137383,4.39647,5.40138
0.0746533,0.00879195,0.332721,0.438147,0.0412122,0.0018001,-0.00845705,0.00755864,0.181081,3.51718,4.4215
0.0715936,-0.0117163,0.426467,0.441794,0.00241092,0.00185917,-0.00845705,0.00755864,0.237188,3.31612,4.62255
-0.0285309,-0.012832,0.511787,0.440278,-0.0190074,0.00189156,-0.00845705,0.00755864,0.29026,4.01963,5.77822
-0.0329461,0.00317597,0.596531,0.409934,-0.021638,0.00189373,-0.00845705,0.00755864,0.335254,4.01963,6.02945
0.0309921,0.0194805,0.733469,0.407689,-0.00484191,0.00186812,-0.00845705,0.00755864,0.401705,3.51718,6.15506
0.14233,0.1096,0.786595,0.453382,0.0152556,0.00184039,-0.00845705,0.00755864,0.474602,3.39156,6.5319
0.163429,0.129998,0.704824,0.586292,0.111013,0.00170314,-0.00845705,0.00755864,0.47435,3.7684,6.40629
0.0675983,0.0565229,0.536109,0.671578,0.136562,0.00166952,-0.00845705,0.00755864,0.478349,2.91413,5.32594
-0.128403,-0.0551776,0.794857,0.560997,0.0607414,0.00177787,-0.00845705,0.00755864,0.482446,3.64279,6.78313
-0.150853,-0.0290017,0.669106,0.385775,-0.052923,0.00193973,-0.00845705,0.00755864,0.5386,3.7684,6.65751
0.0905297,0.0531261,0.795921,0.28495,-0.0397244,0.00191365,-0.00845705,0.00755864,0.409404,3.39156,6.40629
0.0619153,0.0231127,0.750702,0.485721,0.0468593,0.0017944,-0.00845705,0.00755864,0.540116,3.51718,6.40629
-0.0258482,-0.050206,0.738918,0.517817,0.0252405,0.00182912,-0.00845705,0.00755864,0.465238,3.89402,6.5319
-0.0760034,-0.0526795,0.768,0.456671,-0.0530385,0.00194416,-0.00845705,0.00755864,0.477885,3.01472,5.125
-0.109344,-0.0143532,0.736367,0.31886,-0.0586131,0.00194433,-0.00845705,0.00755864,0.579388,3.7684,6.5319
-0.0316055,-0.0211734,0.722928,0.310463,-0.0252329,0.0018932,-0.00845705,0.00755864,0.505185,3.7684,6.78313
-0.0268933,-0.0258644,0.753829,0.393907,-0.0270358,0.00190095,-0.00845705,0.00755864,0.476897,3.64279,6.78313
-0.00386139,-0.0455429,0.732684,0.412582,-0.0316177,0.00190903,-0.00845705,0.00755864,0.46486,3.89402,6.65751
0.0373127,-0.0174863,0.693353,0.447618,-0.0528083,0.00194327,-0.00845705,0.00755864,0.475504,3.89402,6.40629
0.0836628,0.0181572,0.659178,0.488686,-0.0271946,0.00190689,-0.00845705,0.00755864,0.44955,3.01472,5.22547
-0.0538917,-0.0431047,0.792427,0.499964,0.014731,0.00184398,-0.00845705,0.00755864,0.497743,4.27086,7.15997
0.034401,-0.0408277,0.746501,0.450599,-0.0461648,0.00193337,-0.00845705,0.00755864,0.515936,4.27086,6.90874
0.0167635,-0.0234551,0.777636,0.517077,-0.0506548,0.00194418,-0.00845705,0.00755864,0.503212,4.27086,7.15997
-0.0019207,-0.046408,0.774661,0.524021,-0.0338127,0.00191905,-0.00845705,0.00755864,0.501432,4.14524,7.15997
-0.0365319,-0.0452164,0.705053,0.511407,-0.0533342,0.0019479,-0.00845705,0.00755864,0.484759,4.39647,6.78313
0.113503,0.00465318,0.710317,0.461922,-0.0570733,0.0019506,-0.00845705,0.00755864,0.473414,3.41659,5.62746
0.0558124,-0.00178754,0.727327,0.53258,-0.0027765,0.0018725,-0.00845705,0.00755864,0.491139,4.27086,7.15997
0.0387811,-0.0419529,0.625842,0.57111,-0.00639285,0.0018803,-0.00845705,0.00755864,0.448167,4.6477,7.28558
0.0481146,-0.0294792,0.546769,0.582602,-0.0488729,0.00194542,-0.00845705,0.00755864,0.370174,4.89893,7.15997
0.0524449,-0.0114598,0.453737,0.595873,-0.042017,0.00193582,-0.00845705,0.00755864,0.324576,5.40138,7.15997
0.00992192,-0.0824799,0.44726,0.620573,-0.023982,0.00190995,-0.00845705,0.00755864,0.280418,5.52699,6.78313
0.0696355,-0.0978531,0.441731,0.57754,-0.0940178,0.00201358,-0.00845705,0.00755864,0.321371,4.32103,5.72792
-0.00152862,-0.0105552,0.49207,0.546469,-0.110784,0.00203715,-0.00845705,0.00755864,0.299177,5.27577,7.28558
-0.016532,0.0443416,0.430936,0.54994,-0.031122,0.00191653,-0.00845705,0.00755864,0.29605,5.52699,7.28558
-0.0449765,0.0294493,0.414699,0.550951,0.0330968,0.00181919,-0.00845705,0.00755864,0.264231,5.52699,7.03435
-0.0610947,-0.0264286,0.253219,0.521223,0.0233952,0.00183212,-0.00845705,0.00755864,0.27254,5.40138,6.65751
-0.0511573,-0.0291661,0.278005,0.481864,-0.0329701,0.00191524,-0.00845705,0.00755864,0.134272,5.90383,7.15997
0.123484,-0.0339537,0.283019,0.52226,-0.0378749,0.00192511,-0.00845705,0.00755864,0.162578,4.4215,5.22547
-0.0767691,-0.028145,0.258943,0.568728,-0.0422775,0.00193458,-0.00845705,0.00755864,0.193718,5.65261,6.65751
-0.107672,-0.0208108,0.24994,0.478943,-0.039556,0.00192506,-0.00845705,0.00755864,0.153645,5.65261,6.5319
-0.0487208,-0.0356373,0.239756,0.433658,-0.0304869,0.00190858,-0.00845705,0.00755864,0.163776,5.77822,6.78313
0.0163434,-0.0499537,0.129844,0.49845,-0.0435057,0.00193222,-0.00845705,0.00755864,0.152392,5.77822,6.65751
0.0190581,0.00993795,0.0101908,0.565156,-0.05904,0.00195979,-0.00845705,0.00755864,0.0419057,6.02945,6.28067
0.110412,-0.00254743,0.0131548,0.572694,-0.00626764,0.0018802,-0.00845705,0.00755864,-0.00452296,4.92395,4.92395
-0.055022,-0.0189593,0.0557912,0.57669,0.00211686,0.00186773,-0.00845705,0.00755864,0.014009,6.02945,6.40629
-0.033066,-0.0256424,-0.01769,0.515603,-0.0162535,0.00189192,-0.00845705,0.00755864,0.0437792,6.15506,6.15506
0.0330826,0.042382,-0.0926075,0.520249,-0.0273101,0.00190897,-0.00845705,0.00755864,0.0159192,6.28067,6.28067
0.100036,0.050455,-0.0682969,0.592567,0.0340296,0.00182028,-0.00845705,0.00755864,-0.0629986,6.40629,6.15506
0.0766356,-0.00497904,-0.165817,0.679748,0.0547545,0.00179409,-0.00845705,0.00755864,-0.0572502,6.28067,5.90383
0.131692,-0.00956917,-0.111944,0.659582,-0.00122212,0.00187777,-0.00845705,0.00755864,-0.147747,5.32594,4.52208
0.0426589,0.00249572,-0.248988,0.640589,-0.0081899,0.0018872,-0.00845705,0.00755864,-0.0749042,6.5319,5.77822
-0.0494217,0.0068243,-0.456516,0.616631,-0.00778896,0.00188515,-0.00845705,0.00755864,-0.152503,7.28558,5.77822
-0.01953,-0.0128365,-0.684659,0.547478,-0.00736365,0.00188035,-0.00845705,0.00755864,-0.281401,7.41119,5.02454
0.0158476,-0.0417876,-0.625376,0.538081,-0.0257439,0.00190766,-0.00845705,0.00755864,-0.426391,7.66242,5.02454
0.0233357,-0.0180282,-0.69074,0.580013,-0.0553808,0.00195513,-0.00845705,0.00755864,-0.35184,7.41119,4.77331
0.0495775,0.082322,-0.517002,0.581825,-0.0354095,0.00192495,-0.00845705,0.00755864,-0.411853,5.82839,4.01963
0.0449015,0.040374,-0.530808,0.556217,0.0758531,0.00175466,-0.00845705,0.00755864,-0.394879,5.92886,3.91904
0.0582242,0.00373038,-0.624952,0.532529,0.0369421,0.00181225,-0.00845705,0.00755864,-0.339425,6.02945,4.01963
0.0838718,-0.00995737,-0.604736,0.538264,-0.00345295,0.00187386,-0.00845705,0.00755864,-0.411723,6.02945,4.01963
0.115733,-0.00591015,-0.563642,0.569626,-0.0187825,0.001899,-0.00845705,0.00755864,-0.40425,6.02945,4.01963
0.0869304,-0.00134721,-0.494016,0.623305,-0.0127003,0.001893,-0.00845705,0.00755864,-0.405929,6.12991,4.01963
-0.0364489,0.067432,-0.667368,0.638706,-0.002938,0.00187912,-0.00845705,0.00755864,-0.417403,7.41119,5.02454
-0.0600991,0.0635148,-0.671207,0.555766,0.0556736,0.00178524,-0.00845705,0.00755864,-0.42897,7.53681,5.15015
-0.0280128,0.024017,-0.667056,0.512119,0.059794,0.00177637,-0.00845705,0.00755864,-0.420822,7.53681,5.02454
