e_vx,e_vy,e_wz,vx,vy,vz,ax,ay,az,qd1,qd3
-0.0237838,-0.00228167,1.12708,0.982403,0.00282473,0.00189105,-0.00845705,0.00755864,0.865093,9.04417,13.9431
0.0614813,0.074804,1.13792,0.969141,-0.00652264,0.00190443,-0.00845705,0.00755864,0.844985,8.66733,13.5663
0.00164197,0.00420432,0.989807,1.03193,0.0684028,0.00179456,-0.00845705,0.00755864,0.836795,8.91856,13.9431
-0.126371,-0.142359,0.876674,1.0279,0.0213721,0.00186565,-0.00845705,0.00755864,0.70414,7.03435,11.054
-0.0964352,-0.051528,1.10862,0.835988,-0.14161,0.00210131,-0.00845705,0.00755864,0.76799,9.04417,13.6919
0.0385241,0.0656905,1.21086,0.806894,-0.110737,0.00205273,-0.00845705,0.00755864,0.898742,8.79294,13.8175
0.0907605,0.13598,1.05765,0.919389,0.0186591,0.00186324,-0.00845705,0.00755864,0.999616,8.91856,13.8175
-0.173143,-0.0569333,1.0282,1.04191,0.138313,0.00168913,-0.00845705,0.00755864,0.822238,8.91856,14.3199
-0.0563451,-0.0177742,1.14621,0.868198,-0.0147159,0.00191078,-0.00845705,0.00755864,0.738154,8.91856,13.8175
0.138675,0.0354813,1.11948,0.874798,-0.0258404,0.00192805,-0.00845705,0.00755864,0.867257,7.13482,10.8529
-0.0176525,0.0060316,1.18829,0.977126,0.0241944,0.00185832,-0.00845705,0.00755864,0.874776,8.79294,13.8175
-0.0926747,-0.0492592,1.0703,0.966734,0.00934457,0.00188022,-0.00845705,0.00755864,0.898281,9.04417,13.9431
-0.127079,-0.0881546,1.19853,0.892339,-0.0517617,0.00196842,-0.00845705,0.00755864,0.799767,9.04417,14.0687
0.038099,-0.0667418,1.12564,0.815679,-0.109676,0.00205165,-0.00845705,0.00755864,0.916667,8.79294,13.9431
0.142785,0.123191,1.38101,0.924922,-0.113568,0.00206412,-0.00845705,0.00755864,0.906947,9.04417,14.1943
0.0795003,0.155054,0.7303,1.09518,0.0771545,0.00178509,-0.00845705,0.00755864,1.12093,6.8333,11.054
0.00457139,-0.0819753,1.15955,1.09147,0.167876,0.00164727,-0.00845705,0.00755864,0.731008,8.79294,13.9431
0.0400021,-0.0541821,1.22791,1.06919,-0.0295652,0.00194539,-0.00845705,0.00755864,0.84747,8.66733,13.8175
0.0228276,-0.0421621,1.05569,1.0836,-0.0678711,0.00200435,-0.00845705,0.00755864,0.949793,8.66733,13.9431
0.0434113,0.0478963,1.27007,1.08054,-0.0684527,0.00200505,-0.00845705,0.00755864,0.819293,8.66733,13.6919
-0.120557,-0.00155062,1.08109,1.09053,0.0227604,0.00186731,-0.00845705,0.00755864,1.00719,8.66733,14.0687
-0.105358,-0.0252138,0.997623,0.948319,-0.00019205,0.00189357,-0.00845705,0.00755864,0.84606,7.23529,11.3554
-0.00714601,0.046406,1.21193,0.800907,-0.0313982,0.00193204,-0.00845705,0.00755864,0.780647,8.79294,13.8175
0.112235,0.0536157,1.41682,0.885839,0.0332863,0.00183904,-0.00845705,0.00755864,0.958751,8.54172,13.9431
0.00589018,-0.0186712,0.978752,1.03782,0.0622572,0.00180424,-0.00845705,0.00755864,1.1473,8.4161,13.6919
0.0446041,0.125763,1.23453,1.02891,-0.00316792,0.00190293,-0.00845705,0.00755864,0.767823,8.66733,13.6919
0.0515997,0.136726,1.1239,1.05514,0.120418,0.00171707,-0.00845705,0.00755864,0.920526,8.54172,13.8175
-0.0458273,0.0831716,0.83822,1.08712,0.172136,0.00164055,-0.00845705,0.00755864,0.857494,6.8333,10.9534
-0.130312,-0.109502,1.12549,0.956951,0.11396,0.00172096,-0.00845705,0.00755864,0.790043,8.66733,13.9431
-0.0547739,-0.0760661,1.27447,0.848668,-0.0753753,0.00200161,-0.00845705,0.00755864,0.836537,8.54172,13.9431
0.138286,0.0776437,1.24069,0.851669,-0.103849,0.00204498,-0.00845705,0.00755864,0.969393,8.66733,13.8175
0.120446,0.184641,1.19066,1.03831,0.0354411,0.00184494,-0.00845705,0.00755864,0.997282,8.54172,13.9431
0.109789,0.025663,0.801094,1.14443,0.192633,0.00161291,-0.00845705,0.00755864,0.922055,8.66733,13.9431
-0.000453216,-0.101505,0.317101,1.21051,0.0840829,0.00178152,-0.00845705,0.00755864,0.548633,7.93867,10.0491
0.0257546,-0.0108917,0.32245,1.04709,-0.0867988,0.00203087,-0.00845705,0.00755864,0.350054,9.92346,11.8077
-0.0619105,0.099686,-0.137242,1.02134,-0.0489236,0.00197187,-0.00845705,0.00755864,0.188906,10.0491,10.1747
-0.0333927,0.0656799,-0.0184255,0.884613,0.080692,0.00176707,-0.00845705,0.00755864,-0.0600805,9.92346,10.0491
-0.132514,-0.103553,-0.184948,0.883482,0.0724658,0.00177947,-0.00845705,0.00755864,-0.0181216,9.92346,9.2954
-0.0570602,-0.0608158,-0.54627,0.757124,-0.0957636,0.00202703,-0.00845705,0.00755864,-0.150006,10.3003,8.79294
0.0829424,-0.0256898,-0.612679,0.768296,-0.0920746,0.00202211,-0.00845705,0.00755864,-0.379144,8.54172,6.43131
-0.0621074,0.0324921,-0.768389,0.78658,-0.0510824,0.00196103,-0.00845705,0.00755864,-0.390923,11.054,8.03926
-0.050448,0.0571435,-0.918174,0.764121,0.00955105,0.00186772,-0.00845705,0.00755864,-0.486782,11.3052,7.66242
-0.0454334,0.077038,-0.903056,0.771465,0.0492704,0.00180792,-0.00845705,0.00755864,-0.601388,10.9284,7.28558
-0.0483346,0.0326676,-0.822324,0.7568,0.0797991,0.00176074,-0.00845705,0.00755864,-0.592211,11.3052,7.78803
0.0861477,-0.128466,-0.868248,0.778906,0.0470951,0.00181167,-0.00845705,0.00755864,-0.557133,11.1796,7.66242
0.178276,-0.114534,-0.632944,0.913319,-0.125115,0.00208094,-0.00845705,0.00755864,-0.572187,9.2451,6.12991
0.0268817,0.0310211,-0.675756,1.02919,-0.136252,0.0021048,-0.00845705,0.00755864,-0.61946,11.4308,7.66242
-0.153371,0.058411,-0.808967,1.01123,-0.0046226,0.00190407,-0.00845705,0.00755864,-0.568533,11.1796,7.53681
-0.248901,0.100478,-1.10898,0.807613,0.0526764,0.00180493,-0.00845705,0.00755864,-0.640567,11.5564,7.53681
-0.144271,0.0314967,-0.787912,0.588943,0.104426,0.00171329,-0.00845705,0.00755864,-0.78136,11.3052,7.41119
-0.142043,-0.0719836,-0.772034,0.58648,0.0666774,0.0017704,-0.00845705,0.00755864,-0.641211,11.3052,7.41119
0.100468,0.120515,-0.984431,0.598376,-0.0531613,0.00195287,-0.00845705,0.00755864,-0.565396,8.94358,6.12991
-0.0955833,0.10107,-0.893522,0.752523,0.103236,0.00172493,-0.00845705,0.00755864,-0.717393,11.5564,7.66242
-0.0164631,-0.0917286,-0.907452,0.7276,0.126939,0.00168748,-0.00845705,0.00755864,-0.636866,11.4308,7.66242
0.0279039,-0.0781108,-1.00627,0.799044,-0.0587175,0.00197336,-0.00845705,0.00755864,-0.665594,11.1796,7.53681
0.0444784,0.0494214,-0.899545,0.845606,-0.100966,0.00204024,-0.00845705,0.00755864,-0.695114,11.1796,7.78803
0.184614,0.0196577,-0.972672,0.886838,0.0165615,0.00186447,-0.00845705,0.00755864,-0.614688,11.1796,7.53681
0.190678,0.0129041,-0.473811,1.05338,0.0145909,0.00187747,-0.00845705,0.00755864,-0.668874,8.74265,5.72792
0.151338,0.117621,-0.258952,1.09438,0.0157706,0.00187814,-0.00845705,0.00755864,-0.562041,8.74265,6.12991
0.0840178,0.137056,-0.603764,1.09063,0.119938,0.00171993,-0.00845705,0.00755864,-0.401557,10.8028,7.78803
0.00350046,0.0999109,-0.596236,1.07335,0.157536,0.00166186,-0.00845705,0.00755864,-0.470007,10.6771,7.91365
-0.0714729,-0.00228204,-0.642127,0.975833,0.129454,0.00169859,-0.00845705,0.00755864,-0.430472,10.3003,8.03926
-0.259975,-0.0382372,-0.673034,0.835132,0.0173188,0.00186021,-0.00845705,0.00755864,-0.473009,10.4259,7.91365
-0.0440974,-0.0382849,-0.428852,0.573749,-0.048439,0.00194423,-0.00845705,0.00755864,-0.439423,10.0491,8.16488
0.173142,-0.00994489,-0.570371,0.69813,-0.0503497,0.0019546,-0.00845705,0.00755864,-0.29001,8.03926,6.5319
-0.0634617,0.0418533,-0.147102,0.839209,-0.0270951,0.00192782,-0.00845705,0.00755864,-0.394166,9.92346,8.66733
-0.131008,0.0557762,-0.0688221,0.775952,0.0287984,0.00183924,-0.00845705,0.00755864,-0.0157169,9.79785,9.04417
-0.213876,0.0189991,0.000506764,0.712247,0.0576401,0.00179167,-0.00845705,0.00755864,-0.0102299,9.2954,9.2954
-0.128237,0.00392274,-0.0419122,0.609252,0.0239089,0.00183663,-0.00845705,0.00755864,0.00576771,9.2954,9.2954
-0.00262902,-0.0342342,0.162337,0.656859,0.00904079,0.00186205,-0.00845705,0.00755864,-0.036182,8.79294,9.42101
0.107844,-0.181732,0.25465,0.787721,-0.0294344,0.00192827,-0.00845705,0.00755864,0.149777,7.03435,7.63727
-0.0134099,-0.067345,0.610859,0.803742,-0.178521,0.00215535,-0.00845705,0.00755864,0.232534,8.4161,10.1747
0.0193354,0.0417442,0.79239,0.800077,-0.126492,0.00207622,-0.00845705,0.00755864,0.488599,7.66242,10.6771
0.0393742,-0.027143,0.849663,0.817256,0.00505779,0.00187773,-0.00845705,0.00755864,0.549296,7.66242,11.054
0.0261391,-0.0406466,0.901738,0.864968,-0.0321675,0.00193706,-0.00845705,0.00755864,0.582391,7.66242,11.1796
-0.0251668,-0.0130513,0.794961,0.872351,-0.0544514,0.0019713,-0.00845705,0.00755864,0.622982,7.53681,11.054
0.10872,0.0282034,0.772725,0.816694,-0.0330915,0.00193556,-0.00845705,0.00755864,0.522252,6.02945,8.74265
0.11837,0.0712914,0.889952,0.843803,0.0176,0.0018603,-0.00845705,0.00755864,0.589297,7.41119,11.054
0.0261254,0.0171903,0.883177,0.948956,0.0697573,0.00178752,-0.00845705,0.00755864,0.600382,7.28558,11.1796
-0.163732,-0.0509506,0.936572,0.922103,0.0273456,0.00185023,-0.00845705,0.00755864,0.613579,7.28558,11.3052
-0.0937733,-0.027473,0.892197,0.717381,-0.0518204,0.00195799,-0.00845705,0.00755864,0.645284,7.41119,11.5564
0.046588,0.111344,1.02379,0.689006,-0.0445546,0.00194527,-0.00845705,0.00755864,0.606074,7.15997,11.3052
0.0458031,0.0399285,0.963156,0.799502,0.0980612,0.0017356,-0.00845705,0.00755864,0.732538,5.72792,9.14464
-0.145221,-0.0513831,0.996052,0.786458,0.0520146,0.00180466,-0.00845705,0.00755864,0.733505,7.15997,11.6821
-0.111029,0.0237862,1.07214,0.664373,-0.0420655,0.00194001,-0.00845705,0.00755864,0.678364,7.15997,11.5564
0.110625,0.0981158,1.28594,0.643685,0.0102228,0.00185946,-0.00845705,0.00755864,0.78637,6.90874,11.6821
0.243876,0.159961,1.33161,0.843416,0.099067,0.00173672,-0.00845705,0.00755864,1.00678,6.78313,11.9333
-0.0456846,0.144557,0.712168,1.08189,0.188149,0.00161595,-0.00845705,0.00755864,1.02721,6.65751,11.5564
0.0128459,0.0698502,0.895973,0.971812,0.185655,0.00161311,-0.00845705,0.00755864,0.651491,5.4264,9.34557
-0.116964,-0.076682,1.15465,0.881199,0.0971553,0.00174189,-0.00845705,0.00755864,0.82194,6.78313,11.6821
-0.0589947,-0.0657692,1.20411,0.743441,-0.0550263,0.00196442,-0.00845705,0.00755864,0.829582,6.65751,11.6821
-0.0398648,0.0157812,1.20193,0.70523,-0.0824916,0.00200378,-0.00845705,0.00755864,0.852821,6.65751,11.8077
0.054458,0.0546007,1.15463,0.704838,-0.00901169,0.00189231,-0.00845705,0.00755864,0.859692,6.90874,11.5564
0.11738,0.180734,1.20923,0.806326,0.0494114,0.0018098,-0.00845705,0.00755864,0.855457,6.90874,11.6821
0.0445158,0.0740296,0.843376,0.928605,0.192138,0.00160068,-0.00845705,0.00755864,0.883816,5.4264,9.34557
-0.132752,-0.0830733,1.13946,0.888959,0.105515,0.00172968,-0.00845705,0.00755864,0.765946,6.90874,11.4308
-0.0176187,-0.0239603,1.19893,0.72868,-0.0605401,0.0019719,-0.00845705,0.00755864,0.828385,6.90874,11.8077
0.0997124,0.111381,1.16821,0.746543,-0.0432222,0.0019467,-0.00845705,0.00755864,0.869968,6.78313,11.6821
-0.0216447,-0.0316233,1.09646,0.867179,0.0980161,0.00173974,-0.00845705,0.00755864,0.83437,6.90874,11.8077
-0.0632825,-0.0435814,1.15985,0.832396,-0.00796912,0.0018984,-0.00845705,0.00755864,0.769558,6.90874,11.6821
0.0957177,0.0599081,1.04733,0.763314,-0.0486706,0.00195598,-0.00845705,0.00755864,0.817393,5.52699,9.54662
0.0355286,-0.0044054,1.14694,0.830902,0.0510594,0.00180878,-0.00845705,0.00755864,0.812643,7.03435,11.6821
-0.0552507,-0.00893846,1.11106,0.86554,0.00598928,0.00187922,-0.00845705,0.00755864,0.823748,7.03435,11.9333
-0.00316925,0.0559821,1.16198,0.800048,-0.0107634,0.00190069,-0.00845705,0.00755864,0.781295,6.78313,11.6821
-0.0313601,0.0477131,1.12527,0.799711,0.0509889,0.00180701,-0.00845705,0.00755864,0.809321,6.90874,11.9333
-0.0133583,-0.0162611,1.18482,0.780459,0.0593389,0.00179319,-0.00845705,0.00755864,0.780058,6.78313,11.6821
-0.0229891,0.0336989,1.18409,0.781887,-0.00298905,0.00188781,-0.00845705,0.00755864,0.840259,6.78313,11.9333
-0.0269897,0.0153686,1.07024,0.772471,0.0313037,0.00183523,-0.00845705,0.00755864,0.82964,7.03435,11.6821
0.0199112,0.0102749,1.16479,0.768486,0.020307,0.00185167,-0.00845705,0.00755864,0.755687,6.90874,11.5564
0.0141974,0.0501409,1.22317,0.807846,0.0127783,0.00186545,-0.00845705,0.00755864,0.831253,6.90874,11.5564
-0.0316124,0.0423631,1.11993,0.823277,0.050622,0.00180899,-0.00845705,0.00755864,0.895693,6.78313,11.8077
0.0109833,0.0260413,0.976673,0.791107,0.0537429,0.00180232,-0.00845705,0.00755864,0.786905,5.52699,9.44603
0.0449923,0.00323094,1.20654,0.760087,0.0321495,0.0018332,-0.00845705,0.00755864,0.746258,6.78313,11.6821
-0.0616089,-0.0790781,1.20122,0.827626,0.00988137,0.00187104,-0.00845705,0.00755864,0.858026,6.78313,11.6821
-0.199807,-0.0570334,1.23242,0.761633,-0.0793778,0.00200245,-0.00845705,0.00755864,0.867609,7.03435,11.8077
-0.0180474,0.0656971,1.11271,0.583159,-0.0837179,0.0019983,-0.00845705,0.00755864,0.912622,6.90874,11.8077
0.0712208,0.131912,1.2018,0.677248,0.0347348,0.0018243,-0.00845705,0.00755864,0.880847,6.78313,11.8077
-0.122623,-0.0126459,0.958553,0.813165,0.140516,0.00167203,-0.00845705,0.00755864,0.911551,5.4264,9.34557
-0.0589239,-0.0240266,1.13178,0.637754,0.00990299,0.00185959,-0.00845705,0.00755864,0.754313,6.78313,11.6821
-0.0985721,-0.00241487,1.09174,0.664593,-0.0240114,0.00191264,-0.00845705,0.00755864,0.840508,6.90874,11.8077
0.0789348,0.0911664,1.19935,0.636964,-0.0121833,0.00189304,-0.00845705,0.00755864,0.799272,6.78313,11.8077
0.141559,0.123597,1.02077,0.801127,0.0860698,0.00175389,-0.00845705,0.00755864,0.904169,6.90874,11.5564
0.0348301,-0.00543113,0.832585,0.949904,0.145256,0.00167307,-0.00845705,0.00755864,0.720938,7.41119,11.1796
0.0914312,-0.0425197,0.196951,0.93478,0.0266152,0.0018521,-0.00845705,0.00755864,0.584743,6.63237,8.13973
0.106654,0.0337955,0.13302,0.879991,-0.0404352,0.0019505,-0.00845705,0.00755864,0.195714,8.79294,9.42101
0.109408,0.0207771,0.0351101,0.943227,0.0165487,0.00186788,-0.00845705,0.00755864,0.100182,9.42101,9.04417
0.053582,-0.038597,-0.457015,0.984857,0.0276928,0.00185348,-0.00845705,0.00755864,0.0448333,10.4259,9.04417
0.0725321,-0.0187675,-0.841097,0.975922,-0.045144,0.00196341,-0.00845705,0.00755864,-0.320137,10.4259,8.16488
-0.00383452,0.060354,-0.882787,0.966562,-0.0398277,0.00195478,-0.00845705,0.00755864,-0.628113,10.9284,7.66242
0.0229565,0.0603045,-0.696379,0.911154,0.0451896,0.00182251,-0.00845705,0.00755864,-0.671354,8.94358,5.92886
-0.01694,0.0590403,-1.08845,0.862136,0.0675401,0.00178566,-0.00845705,0.00755864,-0.675064,11.3052,7.15997
-0.0527439,0.0069072,-0.969568,0.838541,0.0678418,0.00178379,-0.00845705,0.00755864,-0.756658,11.4308,7.41119
0.00630171,0.0115347,-1.06133,0.797196,0.0182397,0.00185653,-0.00845705,0.00755864,-0.658548,11.3052,6.65751
-0.0330316,0.00995541,-1.05301,0.813625,0.00865252,0.00187206,-0.00845705,0.00755864,-0.678484,11.1796,6.90874
-0.00725697,0.0462428,-1.0624,0.784572,0.00341308,0.00187826,-0.00845705,0.00755864,-0.700129,11.1796,7.03435
0.0368154,0.0618658,-0.87192,0.795309,0.0390389,0.00182487,-0.00845705,0.00755864,-0.71811,9.04417,5.62746
-0.0210118,0.0630106,-1.03627,0.7992,0.0647575,0.0017861,-0.00845705,0.00755864,-0.703279,11.054,7.28558
-0.0692867,0.049426,-1.07021,0.79743,0.0721219,0.00177482,-0.00845705,0.00755864,-0.731704,11.1796,7.15997
-0.0808829,0.0258943,-0.928894,0.747661,0.0615272,0.0017879,-0.00845705,0.00755864,-0.752141,11.5564,7.15997
0.371419,-0.00505855,-1.16667,0.716095,0.0378565,0.0018219,-0.00845705,0.00755864,-0.602893,11.3052,7.15997
-0.111658,0.0221999,-0.614025,1.15166,0.000692292,0.00190446,-0.00845705,0.00755864,-0.83407,11.5564,7.15997
0.0489516,0.00606097,-0.677549,0.979046,0.0272834,0.00185375,-0.00845705,0.00755864,-0.642898,9.14464,5.92886
-0.0343599,-0.0367705,-0.888659,0.939113,0.0145383,0.00187068,-0.00845705,0.00755864,-0.68455,11.1796,7.03435
-0.0808648,0.0250716,-0.880309,0.881971,-0.0380338,0.00194698,-0.00845705,0.00755864,-0.651587,11.054,7.53681
-0.000743436,0.0911951,-0.926678,0.781249,0.0064352,0.00187348,-0.00845705,0.00755864,-0.587785,11.1796,7.53681
-0.145065,0.0988842,-0.848412,0.817388,0.0832779,0.0017591,-0.00845705,0.00755864,-0.613117,10.9284,7.53681
-0.10598,0.0355768,-0.670992,0.688021,0.109828,0.00171106,-0.00845705,0.00755864,-0.566315,10.8028,7.91365
0.196098,-0.0337413,-0.659768,0.692774,0.061005,0.00178539,-0.00845705,0.00755864,-0.493912,8.54172,6.43131
0.131423,-0.132928,-0.648288,0.885467,-0.0332943,0.00194,-0.00845705,0.00755864,-0.452153,10.5515,8.03926
0.0994715,-0.0502739,-0.642076,0.987325,-0.151843,0.00212592,-0.00845705,0.00755864,-0.407866,10.8028,8.03926
0.0735681,0.0749599,-0.550167,1.00763,-0.0991973,0.0020473,-0.00845705,0.00755864,-0.428484,10.3003,7.91365
-0.0322632,0.0549355,-0.503173,0.984096,0.0432067,0.0018299,-0.00845705,0.00755864,-0.400548,10.5515,8.29049
0.00278322,0.0501133,-0.33956,0.880341,0.0520291,0.00181028,-0.00845705,0.00755864,-0.321574,10.1747,8.66733
0.126889,0.00889405,-0.213473,0.873422,0.0515292,0.00181062,-0.00845705,0.00755864,-0.21695,7.93867,7.03435
0.0147085,-0.0236496,-0.312698,0.870855,0.0118361,0.00187067,-0.00845705,0.00755864,-0.16487,10.0491,8.79294
-0.0572665,0.0562344,-0.296384,0.877972,-0.0302187,0.00193488,-0.00845705,0.00755864,-0.189924,9.79785,8.79294
-0.0655629,-0.00665483,-0.260302,0.794705,0.042984,0.00181885,-0.00845705,0.00755864,-0.1728,10.0491,8.91856
0.0178574,-0.0135842,-0.290362,0.786528,-0.00460137,0.00189053,-0.00845705,0.00755864,-0.171394,9.79785,8.66733
0.0332637,0.087965,-0.506365,0.841707,-0.0219427,0.00192015,-0.00845705,0.00755864,-0.16691,9.79785,8.54172
0.0756386,0.0449962,-0.418772,0.865909,0.0731471,0.00177738,-0.00845705,0.00755864,-0.362013,8.03926,6.63237
-0.0314793,0.0238254,-0.615129,0.820418,0.0499681,0.0018098,-0.00845705,0.00755864,-0.348661,9.79785,7.91365
-0.00379284,0.0592628,-0.715075,0.783417,0.0210773,0.0018514,-0.00845705,0.00755864,-0.436011,10.9284,7.91365
0.00034726,0.0828123,-0.583978,0.825645,0.0529151,0.00180565,-0.00845705,0.00755864,-0.441971,10.5515,8.03926
-0.0310114,-0.0239566,-0.428167,0.841278,0.0831141,0.00176079,-0.00845705,0.00755864,-0.356237,10.4259,8.16488
-0.0384457,-0.0665711,0.149626,0.821543,-0.0172186,0.00191177,-0.00845705,0.00755864,-0.225109,9.2954,9.42101
0.161547,-0.00804757,-0.0300044,0.808027,-0.0675137,0.00198724,-0.00845705,0.00755864,0.110214,7.33575,7.43622
0.0897117,0.0645881,0.117819,0.858133,-0.0329549,0.00193784,-0.00845705,0.00755864,-0.0232061,8.91856,9.42101
0.00371699,0.0490002,0.121383,0.924784,0.054092,0.00180983,-0.00845705,0.00755864,0.0401739,8.91856,9.67224
0.0309159,0.00716519,0.156903,0.879565,0.0559442,0.0018043,-0.00845705,0.00755864,0.105477,8.4161,9.67224
0.0387547,-0.0260064,0.340434,0.876796,0.014029,0.0018677,-0.00845705,0.00755864,0.093232,8.79294,9.79785
-0.00493411,-0.0300625,0.407016,0.895737,-0.0214805,0.0019227,-0.00845705,0.00755864,0.303648,8.66733,10.1747
0.00553215,0.00214028,0.433292,0.858772,-0.0410617,0.00195018,-0.00845705,0.00755864,0.280217,6.8333,8.13973
0.00851897,0.0253736,0.47235,0.737701,-0.009284,0.0018947,-0.00845705,0.00755864,0.322154,6.63237,8.24019
-0.00967039,0.0264373,0.478418,0.695906,0.0145343,0.00185606,-0.00845705,0.00755864,0.321048,8.29049,10.3003
0.0250907,0.00159937,0.627889,0.791394,0.0258758,0.0018446,-0.00845705,0.00755864,0.345995,7.91365,10.3003
0.00317611,-0.0425074,0.697793,0.837227,-0.000240132,0.00188697,-0.00845705,0.00755864,0.434131,7.91365,10.4259
0.00587553,0.00654254,0.757684,0.830419,-0.0509529,0.00196347,-0.00845705,0.00755864,0.489244,8.03926,10.9284
0.0477188,0.0114619,0.853466,0.840474,-0.0115278,0.00190428,-0.00845705,0.00755864,0.524363,7.78803,10.8028
0.0200846,0.0144361,0.826294,0.879498,0.00170606,0.00188656,-0.00845705,0.00755864,0.609346,7.53681,10.8028
0.168502,-0.00106918,0.957268,0.864552,0.00708797,0.00187749,-0.00845705,0.00755864,0.571528,7.41119,10.9284
-0.0306346,-0.0232616,0.899033,1.00629,-0.00554362,0.00190517,-0.00845705,0.00755864,0.675998,7.41119,11.3052
-0.00521433,-0.0197138,1.05149,0.914786,-0.030157,0.001937,-0.00845705,0.00755864,0.716431,7.28558,11.3052
-0.0685229,-0.0265843,0.814772,0.870322,-0.0324159,0.00193776,-0.00845705,0.00755864,0.780974,5.62746,9.14464
0.156848,-0.0187995,1.28729,0.730534,-0.0332089,0.00193055,-0.00845705,0.00755864,0.723177,6.90874,11.8077
-0.129538,-0.000976006,1.09097,0.925947,-0.0284063,0.00193502,-0.00845705,0.00755864,0.943389,7.15997,12.0589
-0.0216949,0.0022646,1.15957,0.776301,-0.0122963,0.00190159,-0.00845705,0.00755864,0.832883,7.03435,11.9333
-0.0490408,-0.0143293,1.14876,0.775836,-0.00391003,0.00188884,-0.00845705,0.00755864,0.825174,6.90874,11.4308
-0.132215,0.00746531,1.09589,0.738551,-0.0191239,0.00190967,-0.00845705,0.00755864,0.827983,6.90874,11.8077
0.163464,0.0560658,1.36324,0.639698,-0.00135953,0.00187679,-0.00845705,0.00755864,0.765287,5.22547,9.44603
-0.0681588,-0.0208804,1.32123,0.804763,0.0556931,0.00180018,-0.00845705,0.00755864,1.01872,6.65751,12.3101
0.00715301,0.00220342,1.30961,0.747203,-0.00559903,0.00188968,-0.00845705,0.00755864,0.983091,6.78313,12.1845
0.0529055,-0.000485568,1.49618,0.782934,-0.000824081,0.00188459,-0.00845705,0.00755864,0.977034,6.28067,12.3101
-0.107501,-0.0420141,1.36509,0.848624,0.00151315,0.00188499,-0.00845705,0.00755864,1.12579,6.5319,12.687
-0.0452734,-0.0286846,1.35041,0.748813,-0.040707,0.00194303,-0.00845705,0.00755864,1.05634,6.40629,12.3101
0.122212,0.0733039,1.22129,0.729134,-0.0401564,0.00194101,-0.00845705,0.00755864,0.988671,5.02454,9.64709
-0.348437,-0.0284739,1.18106,0.839474,0.0694385,0.00178142,-0.00845705,0.00755864,0.986392,5.02454,9.94849
0.17568,-0.0240588,1.28427,0.450979,-0.01869,0.00189173,-0.00845705,0.00755864,1.00812,5.22547,9.74756
0.0658372,0.0136872,1.23932,0.733692,-0.0316351,0.00192836,-0.00845705,0.00755864,1.03149,4.92395,9.64709
0.0572853,0.00678726,1.23392,0.786305,0.0113276,0.00186636,-0.00845705,0.00755864,1.01451,4.92395,10.0491
0.23998,0.077862,1.54199,0.822183,0.0115862,0.00186812,-0.00845705,0.00755864,1.01692,6.28067,12.3101
0.113234,0.144262,1.1649,1.06805,0.0850977,0.00177141,-0.00845705,0.00755864,1.20295,6.15506,12.3101
-0.140023,-0.0619822,1.11274,1.12821,0.164903,0.00165399,-0.00845705,0.00755864,1.062,6.40629,12.5613
-0.0961105,-0.0511691,1.2926,0.930276,-0.0234215,0.00192772,-0.00845705,0.00755864,1.02221,6.40629,13.1894
-0.0779015,-0.10717,1.37387,0.844704,-0.053861,0.00196874,-0.00845705,0.00755864,1.03872,6.28067,12.0589
-0.058183,-0.177877,1.2694,0.772662,-0.118669,0.0020627,-0.00845705,0.00755864,1.09882,5.02454,10.0491
0.0426999,0.036759,1.36709,0.695768,-0.194477,0.00217306,-0.00845705,0.00755864,1.07507,6.28067,12.1845
-0.0911827,-0.129726,1.4182,0.764734,-0.0323572,0.00193132,-0.00845705,0.00755864,1.05413,6.28067,12.5613
0.0664369,-0.0341617,1.39244,0.694105,-0.137561,0.00208663,-0.00845705,0.00755864,1.0485,6.28067,12.3101
0.0770849,-0.00790001,1.35934,0.792125,-0.0782298,0.00200254,-0.00845705,0.00755864,1.04047,6.28067,12.3101
-0.108681,-0.0707371,1.34559,0.882056,-0.0260133,0.00192875,-0.00845705,0.00755864,1.02201,6.28067,12.1845
-0.0233685,-0.0613046,1.26797,0.775843,-0.0754291,0.00199731,-0.00845705,0.00755864,1.09512,5.125,9.84802
0.0157422,0.0369374,1.34049,0.732507,-0.0720854,0.00198964,-0.00845705,0.00755864,1.08552,6.28067,12.4357
0.115363,-0.00924507,1.4848,0.77093,0.0160792,0.00185823,-0.00845705,0.00755864,0.979069,6.28067,12.0589
-0.114721,0.0135517,1.20772,0.898101,-0.0036008,0.00189572,-0.00845705,0.00755864,1.12037,6.28067,12.3101
-0.0238905,0.01931,1.33217,0.782847,0.0139706,0.00186214,-0.00845705,0.00755864,0.97789,6.28067,12.3101
-0.0133615,0.00411498,1.41105,0.771196,0.0247758,0.00184505,-0.00845705,0.00755864,0.960638,6.40629,12.4357
0.154013,0.0689038,1.29137,0.778373,0.0121061,0.0018647,-0.00845705,0.00755864,1.03267,4.92395,9.84802
-0.0132989,0.0791095,1.22033,0.908325,0.0738815,0.00177882,-0.00845705,0.00755864,1.08265,6.02945,12.1845
0.107483,0.0116579,1.48436,0.885004,0.099205,0.00173901,-0.00845705,0.00755864,0.982874,6.40629,12.1845
-0.0437858,0.00865832,1.26327,0.979343,0.0390067,0.00183599,-0.00845705,0.00755864,1.17196,6.40629,12.4357
